"","long","lat","group","order","State_name","County","FIPS","State","FFRPTH14","PCH_FFRPTH_09_14","FSRPTH14","PCH_FSRPTH_09_14"
"121948",-92.5556030273438,43.2239379882812,773,25472,"Iowa","Chickasaw",19037,"IA",0.407697326,69.39823875,0.978473581,1.638943249
"121960",-93.5640106201172,41.1612892150879,774,25479,"Iowa","Clarke",1025,"AL",1.042293045,17.99663608,0.60132291,20.44035339
"121990",-95.3974685668945,42.9145393371582,775,25486,"Iowa","Clay",1027,"AL",0.295159386,3.350059032,0.442739079,-11.41423512
"122080",-91.598762512207,42.6452484130859,776,25492,"Iowa","Clayton",13063,"GA",0.70643114,11.34510741,0.321444857,-21.87177599
"122112",-90.8768310546875,42.0379104614258,777,25509,"Iowa","Clinton",17027,"IL",0.475473492,-15.18684976,0.977362179,26.24486156
"122436",-95.0995407104492,42.2040710449219,778,25546,"Iowa","Crawford",5033,"AR",0.453830818,-0.165324084,0.486247305,-16.80443674
"122513",-94.1713409423828,41.8660278320312,779,25554,"Iowa","Dallas",1047,"AL",0.455515332,-0.335523004,0.359617367,-1.646897701
"122573",-92.1717224121094,40.6169776916504,780,25567,"Iowa","Davis",19051,"IA",0.455528983,98.17788407,0.455528983,-50.45552898
"122585",-93.5640106201172,40.9034576416016,781,25574,"Iowa","Decatur",13087,"GA",0.77149155,20.25838844,0.551065393,10.44137714
"122615",-91.598762512207,42.6452484130859,782,25581,"Iowa","Delaware",18035,"IN",0.657703675,4.423790174,0.597912431,-2.432317262
"122675",-95.3917388916016,43.2640419006348,784,25614,"Iowa","Dickinson",19059,"IA",1.062887511,10.71302037,2.125775022,18.0938884
"122690",-90.8768310546875,42.6796264648438,785,25620,"Iowa","Dubuque",19061,"IA",0.747120473,-6.15763008,0.788627166,-11.68515923
"122710",-94.8646240234375,43.5046844482422,786,25641,"Iowa","Emmet",19063,"IA",0.600600601,24.45645646,1.001001001,29.64214214
"122722",-91.598762512207,43.08642578125,787,25648,"Iowa","Fayette",1057,"AL",0.53336494,-23.06210738,0.53336494,84.65094228
"122788",-93.0254287719727,42.9088096618652,788,25655,"Iowa","Floyd",13115,"GA",0.780737641,7.499765779,0.624590113,-12.75381328
"122818",-93.4952545166016,42.5593032836914,789,25661,"Iowa","Franklin",1059,"AL",0.569602228,-18.21288739,0.506313091,-5.918092689
"122948",-95.8271942138672,40.9091873168945,790,25667,"Iowa","Fremont",8043,"CO",0.322566771,-5.506080384,0.774160251,-4.511407546
"123012",-94.1656112670898,42.2098007202148,791,25684,"Iowa","Greene",1063,"AL",0.11691804,7.354144745,0.233836081,-28.43057017
"123110",-92.9967803955078,42.2155303955078,792,25692,"Iowa","Grundy",17063,"IL",0.753594447,20.82306843,0.515617253,-8.474254551
"123154",-94.7099227905273,41.5050621032715,793,25704,"Iowa","Guthrie",19077,"IA",0.466330908,-27.12580276,0.652863272,2.023876143
"123164",-93.9650802612305,42.5593032836914,794,25715,"Iowa","Hamilton",12047,"FL",0.498291572,-7.006335421,0.213553531,-46.8607631
"123264",-93.5009765625,43.2640419006348,795,25726,"Iowa","Hancock",13141,"GA",0.822658362,56.43671407,0.235045246,123.4810201
"123314",-92.9967803955078,42.2155303955078,796,25732,"Iowa","Hardin",17069,"IL",0,-100,1.453136353,-21.09469605
"123374",-96.0048141479492,41.5050621032715,797,25743,"Iowa","Harrison",18061,"IN",0.483472862,-0.384233696,0.381689102,14.94126881
"123550",-91.7076263427734,40.8232421875,798,25766,"Iowa","Henry",1067,"AL",0.581733566,0.30831879,0.639906923,22.5990563
"123640",-92.4581985473633,43.5046844482422,799,25776,"Iowa","Howard",5061,"AR",0.666666667,14.50833333,0.592592593,62.8562963
"123682",-93.9708099365234,42.9145393371582,800,25783,"Iowa","Humboldt",6023,"CA",0.682447018,7.380228148,0.993998917,-1.524895442
"123697",-95.3974685668945,42.5650367736816,801,25789,"Iowa","Ida",19093,"IA",0.284010224,-32.87891697,0.710025561,-49.65918773
"123706",-91.9310836791992,41.5165214538574,802,25799,"Iowa","Iowa",19095,"IA",0.427480916,-22.0749788,0.854961832,0.189312977
"123726",-90.1491775512695,42.0379104614258,803,25810,"Iowa","Jackson",1071,"AL",0.550650337,-1.872274439,0.474698566,-12.49013773
"124110",-93.3348236083984,41.5050621032715,804,25827,"Iowa","Jasper",13159,"GA",0.22334723,-22.71069089,0.521143538,80.34172126
"124198",-91.9253540039062,41.1727447509766,805,25839,"Iowa","Jefferson",1073,"AL",0.971559929,10.67731679,0.569013292,1.810239331
"124354",-91.3466644287109,41.6081924438477,806,25846,"Iowa","Johnson",5071,"AR",0.422995578,-36.8641777,0.422995578,7.330897904
"124534",-90.8711013793945,42.3014755249023,807,25862,"Iowa","Jones",13169,"GA",0.243165318,16.35460451,0.486330635,99.4650363
"124576",-91.9310836791992,41.5165214538574,808,25870,"Iowa","Keokuk",19107,"IA",0.390968625,37.51669762,0.586452937,54.70628482
"124583",-94.4520874023438,43.2640419006348,809,25878,"Iowa","Kossuth",19109,"IA",0.656943897,14.08925678,1.051110235,9.525686506
"124591",-91.1117477416992,40.7086524963379,810,25887,"Iowa","Lee",1081,"AL",0.82979482,6.464212097,0.706622152,4.163622407
"125023",-91.8222122192383,42.3014755249023,811,25924,"Iowa","Linn",19113,"IA",0.734784226,-2.237888835,0.84500186,11.71934339
"125051",-91.06591796875,41.3446350097656,812,25932,"Iowa","Louisa",19115,"IA",0.268793119,-38.62915509,0.627183944,-10.50085118
"125085",-93.1056442260742,41.1670188903809,813,25950,"Iowa","Lucas",19117,"IA",0.344787955,2.838754166,0.804505229,19.97854653
"125097",-96.0449142456055,43.4989547729492,814,25957,"Iowa","Lyon",19119,"IA",0.427972267,23.65188736,0.599161174,-23.06104787
"125172",-94.2458267211914,41.1612892150879,815,25973,"Iowa","Madison",1089,"AL",0.942052361,3.894558648,0.645163132,-3.848606656
"125332",-92.8592681884766,41.5165214538574,816,25982,"Iowa","Mahaska",19123,"IA",0.402324542,-10.02413947,0.581135449,62.45641484
"125339",-93.3348236083984,41.4936027526855,817,25990,"Iowa","Marion",1093,"AL",0.561593604,-33.80539384,0.660698358,1.238809422
"125458",-93.231689453125,42.2098007202148,818,25998,"Iowa","Marshall",1095,"AL",0.750243036,-1.168341253,0.6340082,-16.48028838
"125530",-95.8844833374023,41.1612892150879,819,26005,"Iowa","Mills",19129,"IA",0.134852673,-32.32193828,0.40455802,-12.98534922
"125556",-93.0254287719727,43.2583122253418,820,26019,"Iowa","Mitchell",13205,"GA",0.658732598,41.28017694,0.395239559,-33.39648801
"125586",-96.130859375,41.8602981567383,821,26026,"Iowa","Monona",19133,"IA",0.555802579,-14.34155921,0.77812361,2.790128946
"125605",-93.1056442260742,41.1670188903809,822,26046,"Iowa","Monroe",1099,"AL",0.410078826,-4.787898118,0.45564314,32.23903039
"125707",-95.3802871704102,41.1612892150879,823,26053,"Iowa","Montgomery",1101,"AL",0.928427112,25.03935482,0.623372489,2.074778554
"125815",-90.882568359375,41.602466583252,824,26060,"Iowa","Muscatine",19139,"IA",0.792485374,16.91345433,0.675943407,3.28173854
"125829",-95.3917388916016,43.5046844482422,826,26081,"Iowa","Osceola",12097,"FL",0.596368278,-1.126984939,0.693076648,-4.244602531
"125847",-94.9161911010742,40.5997886657715,827,26088,"Iowa","Page",19145,"IA",0.516262261,-8.879710893,0.903458957,2.510325245
"125867",-95.8558349609375,42.9088096618652,829,26105,"Iowa","Plymouth",19149,"IA",0.482431455,-19.90351371,0.763849803,0.120607864
"125893",-94.9219207763672,42.5593032836914,830,26119,"Iowa","Pocahontas",19151,"IA",0.420285794,55.40067246,0.560381059,-17.11964136
"125905",-93.3348236083984,41.5050621032715,831,26126,"Iowa","Polk",5113,"AR",0.395550062,-32.15327565,0.939431397,7.423980222
"126061",-95.1625595092773,41.1555557250977,832,26140,"Iowa","Pottawattamie",19155,"IA",0.751653638,13.85088178,0.590585001,24.01613908
"126083",-92.7618637084961,41.871753692627,833,26163,"Iowa","Poweshiek",19157,"IA",0.482108421,-29.69375814,1.232054853,22.93313636
"126093",-94.0166473388672,40.9034576416016,834,26174,"Iowa","Ringgold",19159,"IA",0.593941794,52.0194021,0.98990299,26.68283508
"126099",-95.3974685668945,42.5650367736816,835,26181,"Iowa","Sac",19161,"IA",0.199302441,-31.29380502,1.594419532,17.78204854
"126109",-90.8768310546875,41.7800827026367,836,26192,"Iowa","Scott",5127,"AR",0.374076499,107.5563453,0.467595623,-48.11091368
"126505",-95.5578994750977,41.8602981567383,837,26229,"Iowa","Shelby",1117,"AL",0.682296581,2.721882485,0.638745736,-7.450065244
"126595",-95.8615646362305,43.2640419006348,838,26240,"Iowa","Sioux",19167,"IA",0.663187336,-10.90210778,0.836192728,8.020019829
"126658",-93.7015228271484,42.2098007202148,839,26262,"Iowa","Story",19169,"IA",0.701582813,1.033583048,0.733472941,-5.08966441
"126665",-92.2863159179688,42.3014755249023,840,26270,"Iowa","Tama",19171,"IA",0.343819838,-23.35826027,0.859549596,27.73623288
"126672",-94.4807434082031,40.5940628051758,841,26278,"Iowa","Taylor",12123,"FL",0.442830573,24.44646178,0.398547516,-18.54413411
"126728",-94.4864654541016,41.1612892150879,842,26287,"Iowa","Union",5139,"AR",0.671190991,17.30181222,0.696049917,21.64632378
"126836",-92.1659927368164,41.1670188903809,844,26302,"Iowa","Wapello",19179,"IA",0.653186414,-22.74764285,0.624787004,0.76394411
"126842",-93.3348236083984,41.4936027526855,845,26309,"Iowa","Warren",13301,"GA",0.18115942,7.137681159,0,-100
"126954",-91.9253540039062,41.1727447509766,846,26318,"Iowa","Washington",1129,"AL",0.178210764,-22.06397766,0.356421528,3.914696448
"127357",-93.5697402954102,40.5997886657715,847,26332,"Iowa","Wayne",13305,"GA",0.701192026,-19.05007744,0.701192026,5.234899329
"127453",-93.9650802612305,42.5593032836914,848,26339,"Iowa","Webster",13307,"GA",0,0,0,0
"127549",-93.4952545166016,43.5104141235352,849,26352,"Iowa","Winnebago",17201,"IL",0.700071393,2.450249877,0.720865593,6.018169027
"127567",-92.0800476074219,43.5046844482422,850,26359,"Iowa","Winneshiek",19191,"IA",0.385208012,34.98330765,0.914869029,-12.56763027
"127576",-96.3485794067383,42.2670974731445,851,26369,"Iowa","Woodbury",19193,"IA",0.928904577,2.564191132,0.77245749,-5.461440564
"127598",-93.0254287719727,43.5104141235352,852,26392,"Iowa","Worth",13321,"GA",0.334288443,4.102196753,0.238777459,-25.64128803
"127616",-93.4952545166016,42.9145393371582,853,26399,"Iowa","Wright",19197,"IA",0.62305296,18.04183356,1.168224299,19.17685119
"127634",-95.0995407104492,37.7350006103516,854,26406,"Kansas","Allen",18003,"IN",0.655884652,7.398986172,0.702343148,1.808956974
"127659",-95.5235214233398,38.3939018249512,855,26412,"Kansas","Anderson",20003,"KS",0.507421033,37.02059284,1.014842065,-31.48970358
"127694",-95.5750885009766,39.6544075012207,856,26420,"Kansas","Atchison",20005,"KS",0.726700176,23.28468479,0.726700176,12.07698618
"127718",-99.0185623168945,37.4599800109863,857,26433,"Kansas","Barber",20007,"KS",0.816826629,32.92492002,1.021033286,-37.69144374
"127727",-99.035758972168,38.6918411254883,858,26443,"Kansas","Barton",20009,"KS",0.69381048,36.41305198,0.839875844,-17.43420538
"127745",-95.0995407104492,37.7350006103516,859,26453,"Kansas","Bourbon",20011,"KS",0.609260764,-23.04528838,0.744652044,12.86691037
"127757",-95.3459091186523,39.6544075012207,860,26460,"Kansas","Brown",17009,"IL",0.43911007,52.87617096,0.292740047,-32.05503513
"127811",-97.1679077148438,38.0730438232422,861,26467,"Kansas","Butler",1013,"AL",0.837603469,2.813362239,0.492707923,-45.88770409
"127875",-96.3543090820312,38.5084953308105,862,26476,"Kansas","Chase",20017,"KS",0,0,1.114413076,-22.57615156
"127897",-96.0105361938477,37.0073432922363,863,26488,"Kansas","Chautauqua",20019,"KS",0,-100,1.43636886,-46.9836254
"127909",-94.6354370117188,37.0245323181152,864,26495,"Kansas","Cherokee",1019,"AL",0.576103238,-6.908918078,0.422475708,9.226869455
"127965",-101.40779876709,39.5799255371094,865,26503,"Kansas","Cheyenne",8017,"CO",0,0,1.068947087,-34.33101728
"127986",-100.095726013184,37.4657135009766,866,26511,"Kansas","Clark",5019,"AR",0.841601701,-2.795003544,0.48724309,2.321048901
"128106",-97.3684463500977,39.5512771606445,867,26522,"Kansas","Clay",1027,"AL",0.295159386,3.350059032,0.442739079,-11.41423512
"128232",-97.3684463500977,39.2934455871582,868,26530,"Kansas","Cloud",20029,"KS",0.532765051,-15.24595987,0.852424081,-26.0328377
"128239",-95.9647064208984,38.422550201416,869,26538,"Kansas","Coffey",20031,"KS",0.711490573,-12.9338822,0.948654097,35.43618325
"128248",-99.0185623168945,37.3683052062988,870,26548,"Kansas","Comanche",20033,"KS",0.511770727,NA,1.53531218,-27.91709314
"128266",-96.5319290161133,37.2880935668945,871,26555,"Kansas","Cowley",20035,"KS",0.444901705,-5.275192968,0.528320774,-38.31428897
"128273",-94.6297073364258,37.65478515625,872,26563,"Kansas","Crawford",5033,"AR",0.453830818,-0.165324084,0.486247305,-16.80443674
"128361",-100.731712341309,40.0039138793945,873,26572,"Kansas","Decatur",13087,"GA",0.77149155,20.25838844,0.551065393,10.44137714
"128391",-97.3684463500977,39.1215591430664,874,26579,"Kansas","Dickinson",19059,"IA",1.062887511,10.71302037,2.125775022,18.0938884
"128442",-95.3459091186523,39.6544075012207,875,26597,"Kansas","Doniphan",20043,"KS",0.127000254,0.419100838,0.63500127,0.419100838
"128468",-95.5177917480469,38.869457244873,876,26624,"Kansas","Douglas",8035,"CO",0.648364152,2.494716418,0.600690317,-2.85870944
"128684",-99.568603515625,37.9126167297363,877,26643,"Kansas","Edwards",17047,"IL",0.755629439,-15.93622488,0.453377664,202.6295904
"128717",-96.5319290161133,37.5917587280273,878,26655,"Kansas","Elk",20049,"KS",0,-100,2.227171492,224.4988864
"128731",-99.5972518920898,39.138744354248,879,26663,"Kansas","Ellis",20051,"KS",1.102953848,11.6858945,0.965084617,24.37747342
"128749",-98.485710144043,38.6975708007812,880,26670,"Kansas","Ellsworth",20053,"KS",0.469336671,50.93867334,0.938673342,-13.74932952
"128757",-100.674415588379,38.2678527832031,881,26679,"Kansas","Finney",20055,"KS",0.618545611,2.060025818,0.699225473,33.58886675
"128769",-99.562873840332,37.4599800109863,882,26692,"Kansas","Ford",17053,"IL",0.438340152,-48.5534775,1.46113384,58.29699231
"128791",-95.0766143798828,38.737678527832,883,26704,"Kansas","Franklin",1059,"AL",0.569602228,-18.21288739,0.506313091,-5.918092689
"128947",-96.9616470336914,39.2132339477539,884,26711,"Kansas","Geary",20061,"KS",0.708196007,17.5493551,0.626481083,16.21961126
"128964",-100.674415588379,38.6975708007812,885,26729,"Kansas","Gove",20063,"KS",1.100110011,-1.393472681,1.100110011,-1.393472681
"128972",-99.6029815673828,39.5684623718262,886,26738,"Kansas","Graham",4009,"AZ",0.421529626,-1.138129989,0.316147219,-30.21515058
"128990",-101.086944580078,37.7350006103516,887,26745,"Kansas","Grant",5053,"AR",0.330687831,-34.77733686,0.496031746,10.06324405
"129065",-100.227508544922,37.9985618591309,888,26751,"Kansas","Gray",20069,"KS",0.164419599,-2.663597501,0.493258796,-2.663597501
"129087",-102.049514770508,38.2563934326172,889,26763,"Kansas","Greeley",20071,"KS",0,-100,0,-100
"129101",-96.3657760620117,38.1704483032227,890,26771,"Kansas","Greenwood",20073,"KS",0.158027813,-46.87104931,1.10619469,23.96755162
"129125",-101.5625,38.2563934326172,891,26784,"Kansas","Hamilton",12047,"FL",0.498291572,-7.006335421,0.213553531,-46.8607631
"129205",-98.3539352416992,37.3740386962891,892,26793,"Kansas","Harper",20077,"KS",0.515641114,-22.33155724,1.203162599,44.98109316
"129217",-97.1679077148438,38.0730438232422,893,26800,"Kansas","Harvey",20079,"KS",0.689259047,-0.784032165,0.545663412,-0.784032165
"129224",-101.086944580078,37.3912239074707,894,26808,"Kansas","Haskell",20081,"KS",0.24354603,NA,1.217730151,1.997077448
"129245",-100.233238220215,38.2563934326172,895,26816,"Kansas","Hodgeman",20083,"KS",0.521920668,0.678496868,0.521920668,-49.66075157
"129253",-95.7928161621094,39.642951965332,896,26825,"Kansas","Jackson",1071,"AL",0.550650337,-1.872274439,0.474698566,-12.49013773
"129445",-95.5120697021484,39.0642623901367,897,26834,"Kansas","Jefferson",1073,"AL",0.971559929,10.67731679,0.569013292,1.810239331
"129861",-97.9299468994141,39.5570068359375,898,26851,"Kansas","Jewell",20089,"KS",0.657246139,NA,0.985869208,-49.44134078
"129869",-95.0766143798828,38.737678527832,899,26860,"Kansas","Johnson",5071,"AR",0.422995578,-36.8641777,0.422995578,7.330897904
"130097",-101.539581298828,38.2563934326172,900,26880,"Kansas","Kearny",20093,"KS",0.510855683,101.3282248,0.766283525,0.664112388
"130107",-98.4685287475586,37.4599800109863,901,26891,"Kansas","Kingman",20095,"KS",0.389711613,-23.17809821,0.519615485,36.57226985
"130115",-99.562873840332,37.4599800109863,902,26900,"Kansas","Kiowa",8061,"CO",0,0,1.426533524,96.57631954
"130139",-95.0880737304688,37.0130767822266,903,26909,"Kansas","Labette",20099,"KS",0.477099237,73.02003817,0.90648855,40.88774537
"130146",-100.233238220215,38.2563934326172,904,26917,"Kansas","Lane",20101,"KS",0.592768228,NA,0.592768228,NA
"130156",-95.0766143798828,38.9840507507324,905,26923,"Kansas","Leavenworth",20103,"KS",0.444179347,-4.233663718,0.431488508,20.59464569
"130182",-98.4914474487305,38.8637275695801,906,26950,"Kansas","Lincoln",5079,"AR",0.357909807,153.8475304,0.429491768,-39.0765927
"130350",-95.0823440551758,38.3939018249512,907,26958,"Kansas","Linn",19113,"IA",0.734784226,-2.237888835,0.84500186,11.71934339
"130374",-101.476554870605,39.138744354248,908,26965,"Kansas","Logan",5083,"AR",0.592039348,10.65708777,0.409873395,-29.28422793
"130444",-95.9647064208984,38.1589889526367,909,26973,"Kansas","Lyon",19119,"IA",0.427972267,23.65188736,0.599161174,-23.06104787
"130494",-96.8642501831055,38.0730438232422,911,26992,"Kansas","Marion",1093,"AL",0.561593604,-33.80539384,0.660698358,1.238809422
"130715",-96.4574508666992,40.0039138793945,912,27006,"Kansas","Marshall",1095,"AL",0.750243036,-1.168341253,0.6340082,-16.48028838
"130799",-100.084266662598,37.0016136169434,913,27014,"Kansas","Meade",20119,"KS",0.459031444,106.6559559,1.147578609,72.21329661
"130829",-94.6125183105469,38.3939018249512,914,27025,"Kansas","Miami",18103,"IN",0.611892974,19.56710768,0.528453023,8.999307757
"130847",-97.9299468994141,39.5570068359375,915,27032,"Kansas","Mitchell",13205,"GA",0.658732598,41.28017694,0.395239559,-33.39648801
"130877",-95.8042678833008,37.0130767822266,916,27039,"Kansas","Montgomery",1101,"AL",0.928427112,25.03935482,0.623372489,2.074778554
"131003",-96.8928909301758,38.8522682189941,917,27047,"Kansas","Morris",20127,"KS",0.877500878,30.7037557,1.053001053,-10.37456752
"131042",-102.01513671875,36.9958839416504,918,27061,"Kansas","Morton",20129,"KS",0.964630225,211.1897106,0.643086817,-30.84673098
"131054",-96.2397232055664,39.9981803894043,919,27068,"Kansas","Nemaha",20131,"KS",0.295624754,50.25128104,1.281040599,8.514814085
"131070",-95.5407104492188,37.7292709350586,920,27077,"Kansas","Neosho",20133,"KS",0.365497076,21.11111111,0.791910331,-6.283068783
"131076",-99.5800704956055,38.686107635498,921,27084,"Kansas","Ness",20135,"KS",0.644122383,-0.644122383,0.966183575,-40.38647343
"131084",-99.6259078979492,39.5684623718262,922,27093,"Kansas","Norton",20137,"KS",0.35971223,-49.28057554,0.71942446,1.438848921
"131096",-95.5177917480469,38.869457244873,923,27100,"Kansas","Osage",20139,"KS",0.251004016,-18.187751,0.815763052,10.78742052
"131117",-98.5029067993164,39.5627365112305,924,27108,"Kansas","Osborne",20141,"KS",0.266240682,4.179978701,0.532481363,-70.2342918
"131124",-97.9299468994141,39.2934455871582,925,27116,"Kansas","Ottawa",20143,"KS",0.164880462,0.807914262,0.824402308,152.0197857
"131152",-99.5800704956055,38.3537940979004,926,27124,"Kansas","Pawnee",20145,"KS",0.43377675,-24.88071139,0.578368999,0.159051475
"131188",-99.6029815673828,39.5684623718262,927,27137,"Kansas","Phillips",5107,"AR",0.351229303,-35.67820706,0.451580532,24.0491721
"131220",-96.0449142456055,39.2189598083496,928,27146,"Kansas","Pottawatomie",20149,"KS",0.480412281,13.19580925,0.655107656,-0.769907474
"131310",-99.0185623168945,37.8152160644531,929,27192,"Kansas","Pratt",20151,"KS",0.913705584,-1.837563452,1.218274112,68.27846265
"131317",-101.379150390625,39.5799255371094,930,27200,"Kansas","Rawlins",20153,"KS",0,0,0.773993808,-34.00412797
"131325",-97.9242172241211,38.1647186279297,931,27209,"Kansas","Reno",20155,"KS",0.893500956,10.30612959,0.501614572,-19.49587736
"131338",-97.8153610229492,40.0039138793945,932,27223,"Kansas","Republic",20157,"KS",0.416406413,-29.97432161,0.832812825,110.0770352
"131344",-97.9299468994141,38.5142250061035,933,27230,"Kansas","Rice",20159,"KS",0.698951573,0.319520719,0.698951573,17.03944084
"131366",-96.4975509643555,39.0528030395508,934,27242,"Kansas","Riley",20161,"KS",0.611750938,-10.79269401,0.638348804,-4.933564754
"131401",-99.035758972168,39.1330184936523,935,27278,"Kansas","Rooks",20163,"KS",0.581959263,-24.65082444,1.163918526,-13.88665651
"131407",-99.035758972168,38.3423347473145,936,27285,"Kansas","Rush",18139,"IN",0.591996211,-6.028674144,0.651195832,-5.245579762
"131417",-98.4914474487305,38.8637275695801,937,27291,"Kansas","Russell",1113,"AL",0.738155952,-12.49161186,0.352301704,-26.49295397
"131441",-97.935676574707,38.875186920166,938,27298,"Kansas","Saline",5125,"AR",0.553063888,23.9828028,0.337023306,-6.55407996
"131491",-100.80046081543,38.703296661377,939,27309,"Kansas","Scott",5127,"AR",0.374076499,107.5563453,0.467595623,-48.11091368
"131568",-97.7007598876953,37.9011573791504,940,27317,"Kansas","Sedgwick",8115,"CO",0.425894378,1.873935264,1.703577513,1.873935264
"131582",-100.622848510742,37.0016136169434,941,27325,"Kansas","Seward",20175,"KS",0.468783294,-23.89303218,0.724483273,2.917376944
"131596",-95.5120697021484,39.0642623901367,942,27333,"Kansas","Shawnee",20177,"KS",0.795937356,1.23063416,0.538098494,-15.06403532
"131608",-100.71452331543,39.5741958618164,943,27346,"Kansas","Sheridan",20179,"KS",0.393855849,1.417881056,0.787711698,1.417881056
"131638",-101.379150390625,39.5799255371094,944,27353,"Kansas","Sherman",20181,"KS",1.47299509,26.34089315,1.309328969,12.30301613
"131666",-99.0701293945312,40.0039138793945,945,27361,"Kansas","Smith",20183,"KS",0.7959671,206.3677368,1.061289467,2.122578933
"131694",-98.4685287475586,38.1647186279297,946,27369,"Kansas","Stafford",20185,"KS",0,-100,1.396323016,23.49080754
"131712",-101.522392272949,37.7350006103516,947,27379,"Kansas","Stanton",20187,"KS",0.473709143,2.984367598,0.947418285,-31.34375493
"131726",-101.522392272949,37.3912239074707,948,27387,"Kansas","Stevens",20189,"KS",0.689536287,-3.602827099,1.206688502,-15.65247371
"131747",-97.1736373901367,36.9958839416504,949,27395,"Kansas","Sumner",20191,"KS",0.467528052,-19.31801622,0.850051003,71.14360195
"131761",-101.384880065918,39.1444778442383,950,27403,"Kansas","Thomas",13275,"GA",0.822972041,5.079421568,0.711759603,17.80675892
"131782",-100.158752441406,39.1444778442383,951,27411,"Kansas","Trego",20195,"KS",1.033769814,2.860096485,1.378359752,37.14679531
"131787",-96.4975509643555,38.8579978942871,952,27417,"Kansas","Wabaunsee",20197,"KS",0.28481914,101.0538308,0.56963828,-49.7365423
"131818",-102.055244445801,39.1330184936523,953,27449,"Kansas","Wallace",20199,"KS",0,0,0,-100
"131825",-96.9673767089844,39.5512771606445,954,27457,"Kansas","Washington",1129,"AL",0.178210764,-22.06397766,0.356421528,3.914696448
"132073",-101.127052307129,38.2563934326172,955,27466,"Kansas","Wichita",20203,"KS",0.459558824,1.608455882,1.378676471,52.41268382
"132087",-95.9704284667969,37.5860328674316,956,27474,"Kansas","Wilson",20205,"KS",0.553832521,-12.44830897,1.107665042,-19.18305443
"132111",-95.9647064208984,37.7292709350586,957,27481,"Kansas","Woodson",20207,"KS",0.633512829,109.629395,1.267025657,39.75293
"132116",-94.6067962646484,39.155933380127,958,27487,"Kansas","Wyandotte",20209,"KS",0.64342102,3.753961108,0.501125987,-15.71599747
"132135",-85.2446594238281,36.927131652832,959,27507,"Kentucky","Adair",19001,"IA",0.402468473,-22.76629997,0.670780789,2.978266702
"132263",-86.4020385742188,36.7781600952148,960,27540,"Kentucky","Allen",18003,"IN",0.655884652,7.398986172,0.702343148,1.808956974
"132473",-85.1587142944336,37.9011573791504,961,27583,"Kentucky","Anderson",20003,"KS",0.507421033,37.02059284,1.014842065,-31.48970358
"132678",-88.8141860961914,36.9615058898926,962,27625,"Kentucky","Ballard",21007,"KY",0.485436893,298.2524272,0.849514563,39.38834952
"132702",-86.0582580566406,37.1735038757324,963,27650,"Kentucky","Barren",21009,"KY",0.857513674,-7.276386819,0.834337629,35.32635437
"132739",-83.82373046875,38.3022308349609,964,27688,"Kentucky","Bath",21011,"KY",0.409634606,18.22054727,0.327707685,89.15287564
"132873",-83.4742202758789,36.8984832763672,965,27756,"Kentucky","Bell",21013,"KY",0.863993088,-0.927640579,0.395996832,3.200374397
"132961",-84.8722381591797,38.9095611572266,966,27801,"Kentucky","Boone",5009,"AR",0.618346059,-8.870631251,0.672115281,7.66702357
"133185",-83.9669647216797,38.1933670043945,967,27830,"Kentucky","Bourbon",20011,"KS",0.609260764,-23.04528838,0.744652044,12.86691037
"133269",-82.6377029418945,38.5199508666992,968,27873,"Kentucky","Boyd",21019,"KY",1.249180865,25.84095073,0.59387287,1.085353866
"133325",-84.7347259521484,37.7120819091797,969,27902,"Kentucky","Boyle",21021,"KY",0.774254359,-0.413292693,0.67326466,-9.279190031
"133358",-84.1961441040039,38.5829772949219,970,27936,"Kentucky","Bracken",21023,"KY",0.475850583,101.5940995,0.713775874,-24.40221271
"133381",-83.2450408935547,37.6777038574219,971,27960,"Kentucky","Breathitt",21025,"KY",0.372883884,-34.70337087,0.298307107,4.474606608
"133446",-86.1556625366211,37.8266754150391,972,28026,"Kentucky","Breckinridge",21027,"KY",0.15084473,0.457562349,0.452534191,-9.588193886
"133492",-85.5082244873047,38.0272064208984,973,28073,"Kentucky","Bullitt",21029,"KY",0.500288628,-12.16003738,0.256558271,5.107647574
"133526",-86.4478759765625,37.3282012939453,974,28108,"Kentucky","Butler",1013,"AL",0.837603469,2.813362239,0.492707923,-45.88770409
"133910",-87.8688049316406,36.9500503540039,975,28157,"Kentucky","Caldwell",21033,"KY",0.785854617,27.66208252,0.785854617,-21.43871845
"134090",-88.063606262207,36.5031394958496,976,28194,"Kentucky","Calloway",21035,"KY",0.679170367,-7.215266047,1.044877488,1.424607965
"134100",-84.3107452392578,39.0241546630859,977,28205,"Kentucky","Campbell",21037,"KY",0.773142552,15.53842301,0.816699879,-6.117207741
"134240",-88.8141860961914,36.9615058898926,978,28234,"Kentucky","Carlisle",21039,"KY",0.401767778,NA,0.602651667,54.06789876
"134261",-85.0383987426758,38.7605972290039,979,28256,"Kentucky","Carroll",5015,"AR",0.540657439,-22.72013295,1.838235294,-0.154411765
"134560",-82.7809448242188,38.2449340820312,980,28280,"Kentucky","Carter",21043,"KY",0.661205598,-3.307381336,0.514271021,29.90018467
"134795",-84.8607788085938,37.523006439209,981,28328,"Kentucky","Casey",21045,"KY",0.188786105,-24.74041911,0.377572211,-13.98905041
