"","County","FIPS","State_name","State","lat","long","group","FFRPTH14","FSRPTH14","n"
"573","Collier",12021,"Florida","FL",26.2471961975098,-80.8844528198242,300,0.530424885,1.161200423,2
"574","Collin",48085,"Texas","TX",33.4034385681152,-96.3886871337891,2534,0.83706019,0.735392961,2
"575","Collingsworth",48087,"Texas","TX",35.1796112060547,-100.009780883789,2535,1.325820351,0.331455088,2
"576","Colorado",48089,"Texas","TX",29.6333770751953,-96.8699798583984,2536,0.772238042,0.675708287,2
"577","Colquitt",13071,"Georgia","GA",31.0256633758545,-83.7606964111328,392,0.563966856,0.433820659,2
"578","Columbia",5027,"Arkansas","AR",33.0195579528809,-92.9910507202148,95,0.919232858,0.334266494,2
"579","Columbia",12023,"Arkansas","FL",33.0195579528809,-92.9910507202148,95,0.589474925,0.604211798,2
"580","Columbia",13073,"Arkansas","GA",33.0195579528809,-92.9910507202148,95,0.517029665,0.596020308,2
"581","Columbia",36021,"Arkansas","NY",33.0195579528809,-92.9910507202148,95,0.595602202,1.142912334,2
"582","Columbia",41009,"Arkansas","OR",33.0195579528809,-92.9910507202148,95,0.465031642,0.647000546,2
"583","Columbia",42037,"Arkansas","PA",33.0195579528809,-92.9910507202148,95,0.804505229,0.864098209,2
"584","Columbia",53013,"Arkansas","WA",33.0195579528809,-92.9910507202148,95,0.501882058,1.505646173,2
"585","Columbia",55021,"Arkansas","WI",33.0195579528809,-92.9910507202148,95,0.582884395,1.201095116,2
"586","Columbiana",39029,"Ohio","OH",40.6112480163574,-80.8558044433594,2026,0.71911133,0.463637568,2
"587","Columbus",37047,"North carolina","NC",34.4118461608887,-78.2431182861328,1880,0.860358541,0.50919179,2
"588","Colusa",6011,"California","CA",38.9382133483887,-121.822280883789,162,0.420187684,0.700312806,2
"589","Comal",48091,"Texas","TX",29.7536964416504,-98.0158920288086,2537,0.679095187,0.808446651,2
"590","Comanche",20033,"Kansas","KS",37.3683052062988,-99.0185623168945,870,0.511770727,1.53531218,2
"591","Comanche",40031,"Kansas","OK",37.3683052062988,-99.0185623168945,870,0.735805747,0.591843753,2
"592","Comanche",48093,"Kansas","TX",37.3683052062988,-99.0185623168945,870,0.442804428,0.664206642,2
"593","Concho",48095,"Texas","TX",31.4725723266602,-99.6316299438477,2539,0.740740741,0.49382716,2
"594","Concordia",22029,"Louisiana","LA",31.0772304534912,-91.7190856933594,1093,0.68406137,0.439753738,2
"595","Conecuh",1035,"Alabama","AL",31.2605762481689,-87.4333572387695,18,0.552486188,0.315706393,2
"596","Conejos",8021,"Colorado","CO",36.9844245910645,-106.008651733398,225,0.120992136,0.362976407,2
"597","Converse",56009,"Wyoming","WY",42.4389839172363,-105.280990600586,3063,0.56749663,1.20593034,2
"598","Conway",5029,"Arkansas","AR",35.1624183654785,-92.9337539672852,96,0.33202106,0.569178959,2
"599","Cook",13075,"Georgia","GA",31.0256633758545,-83.2851486206055,394,0.755199256,0.290461252,2
"600","Cook",17031,"Georgia","IL",31.0256633758545,-83.2851486206055,394,0.835039882,0.726776323,2
"601","Cook",27031,"Georgia","MN",31.0256633758545,-83.2851486206055,394,0.764379897,2.484234665,2
"602","Cooke",48097,"Texas","TX",33.4320907592773,-97.483039855957,2540,0.464384304,0.825572096,2
"603","Cooper",29053,"Missouri","MO",38.6918411254883,-93.0598068237305,1476,0.909866363,0.682399773,2
"604","Coos",33007,"New hampshire","NH",44.3985023498535,-71.7515029907227,1735,0.758221969,1.263703282,2
"605","Coos",41011,"New hampshire","OR",44.3985023498535,-71.7515029907227,1735,0.672268908,1.040416166,2
"606","Coosa",1037,"Alabama","AL",33.0310173034668,-86.5166244506836,19,0.091861106,0,2
"607","Copiah",28029,"Mississippi","MS",31.7017555236816,-90.7507858276367,1382,0.590339271,0.451435913,2
"608","Corson",46031,"South dakota","SD",45.9397583007812,-101.997947692871,2345,0,0.478240077,2
"609","Cortland",36023,"New york","NY",42.4160652160645,-75.8596115112305,1806,0.856723238,0.87712141,2
"610","Coryell",48099,"Texas","TX",31.0657730102539,-97.9127578735352,2541,0.42349329,0.383790794,2
"611","Coshocton",39031,"Ohio","OH",40.2502861022949,-82.2022552490234,2027,0.575090371,0.383393581,2
"612","Costilla",8023,"Colorado","CO",36.9844245910645,-105.240882873535,226,0,1.121076233,2
"613","Cottle",48101,"Texas","TX",34.3144416809082,-100.513984680176,2542,0.706713781,0.706713781,2
"614","Cotton",40033,"Oklahoma","OK",34.176929473877,-98.6060333251953,2116,0.325203252,0.325203252,2
"615","Cottonwood",27033,"Minnesota","MN",44.2036933898926,-95.1167221069336,1297,0.343849394,0.515774091,2
"616","Covington",1039,"Alabama","AL",31.0084743499756,-86.705696105957,20,0.633011552,0.474758664,2
"617","Covington",28031,"Alabama","MS",31.0084743499756,-86.705696105957,20,0.565785413,0.565785413,2
"618","Covington",51580,"Alabama","VA",31.0084743499756,-86.705696105957,20,1.723543606,1.551189245,2
"619","Coweta",13077,"Georgia","GA",33.2086334228516,-84.8722381591797,395,0.486829779,0.486829779,2
"620","Cowley",20035,"Kansas","KS",37.2880935668945,-96.5319290161133,871,0.444901705,0.528320774,2
"621","Cowlitz",53015,"Washington","WA",46.3752059936523,-123.22029876709,2898,0.597260435,0.626633899,2
"622","Craig",40035,"Oklahoma","OK",37.0130767822266,-95.4203948974609,2117,0.342888493,0.754354684,2
"623","Craig",51045,"Oklahoma","VA",37.0130767822266,-95.4203948974609,2117,0,0.382116928,2
"624","Craighead",5031,"Arkansas","AR",35.9989395141602,-90.2981491088867,97,0.741333229,0.682806922,2
"625","Crane",48103,"Texas","TX",31.6501884460449,-102.307342529297,2543,0.606060606,0.606060606,2
"626","Craven",37049,"North carolina","NC",35.4145202636719,-77.2003326416016,1881,0.698497751,0.679360827,2
"627","Crawford",5033,"Arkansas","AR",35.6551666259766,-94.4807434082031,98,0.453830818,0.486247305,2
"628","Crawford",13079,"Arkansas","GA",35.6551666259766,-94.4807434082031,98,0.080729797,0.161459595,2
"629","Crawford",17033,"Arkansas","IL",35.6551666259766,-94.4807434082031,98,0.618779972,0.567214974,2
"630","Crawford",18025,"Arkansas","IN",35.6551666259766,-94.4807434082031,98,0.093852651,1.032379165,2
"631","Crawford",19047,"Arkansas","IA",35.6551666259766,-94.4807434082031,98,0.522405387,0.812630601,2
"632","Crawford",20037,"Arkansas","KS",35.6551666259766,-94.4807434082031,98,0.509035378,0.967167218,2
"633","Crawford",26039,"Arkansas","MI",35.6551666259766,-94.4807434082031,98,0.727537286,0.800291015,2
"634","Crawford",29055,"Arkansas","MO",35.6551666259766,-94.4807434082031,98,0.405679513,0.93306288,2
"635","Crawford",39033,"Arkansas","OH",35.6551666259766,-94.4807434082031,98,0.776836158,0.447269303,2
"636","Crawford",42039,"Arkansas","PA",35.6551666259766,-94.4807434082031,98,0.539145397,0.814453685,2
"637","Crawford",55023,"Arkansas","WI",35.6551666259766,-94.4807434082031,98,0.488042948,1.037091264,2
"638","Creek",40037,"Oklahoma","OK",36.159366607666,-96.2798309326172,2118,0.523841885,0.410578774,2
"639","Crenshaw",1041,"Alabama","AL",31.5355987548828,-86.5108947753906,21,0.357730557,0.429276669,2
"640","Crisp",13081,"Georgia","GA",32.0168800354004,-83.6575698852539,397,0.784860905,0.566843987,2
"641","Crittenden",5035,"Arkansas","AR",35.4374389648438,-90.2924194335938,99,0.686203278,0.403648987,2
"642","Crittenden",21055,"Arkansas","KY",35.4374389648438,-90.2924194335938,99,0.650477016,0.325238508,2
"643","Crockett",47033,"Tennessee","TN",35.6666221618652,-89.066291809082,2413,0.409053722,0.204526861,2
"644","Crockett",48105,"Tennessee","TX",35.6666221618652,-89.066291809082,2413,1.311647429,1.311647429,2
"645","Crook",41013,"Oregon","OR",43.9573211669922,-119.645050048828,2183,0.428612249,0.619106582,2
"646","Crook",56011,"Oregon","WY",43.9573211669922,-119.645050048828,2183,0.82781457,1.793598234,2
"647","Crosby",48107,"Texas","TX",33.8388862609863,-101.029647827148,2545,0.169520258,0.169520258,2
"648","Cross",5037,"Arkansas","AR",35.3457679748535,-91.0487213134766,100,0.696580949,0.406338887,2
"649","Crowley",8025,"Colorado","CO",38.1417999267578,-104.049133300781,227,0,0.186567164,2
"650","Culberson",48109,"Texas","TX",31.0944194793701,-104.112167358398,2546,0.882612533,1.3239188,2
"651","Cullman",1043,"Alabama","AL",33.8618049621582,-86.9578018188477,22,0.651994735,0.590485798,2
"652","Culpeper",51047,"Virginia","VA",38.5314140319824,-78.2259292602539,2814,0.569499247,0.569499247,2
"653","Cumberland",17035,"Illinois","IL",39.3793907165527,-88.0177764892578,578,0.276931598,0.461552663,2
"654","Cumberland",21057,"Illinois","KY",39.3793907165527,-88.0177764892578,578,0.593031875,0.593031875,2
"655","Cumberland",23005,"Illinois","ME",39.3793907165527,-88.0177764892578,578,0.847819817,1.344697825,2
"656","Cumberland",34011,"Illinois","NJ",39.3793907165527,-88.0177764892578,578,0.635368418,0.501941051,2
"657","Cumberland",37051,"Illinois","NC",39.3793907165527,-88.0177764892578,578,0.845774803,0.640459905,2
"658","Cumberland",42041,"Illinois","PA",39.3793907165527,-88.0177764892578,578,0.693299202,0.701503926,2
"659","Cumberland",47035,"Illinois","TN",39.3793907165527,-88.0177764892578,578,0.586358541,0.60360438,2
"660","Cumberland",51049,"Illinois","VA",39.3793907165527,-88.0177764892578,578,0,0.305281368,2
"661","Cuming",31039,"Nebraska","NE",42.0665626525879,-96.8069458007812,1641,0.664672649,1.218566523,2
"662","Currituck",37053,"North carolina","NC",36.5547065734863,-76.1117172241211,1884,0.840807175,1.561499039,2
"663","Curry",35009,"New mexico","NM",34.7327003479004,-103.046455383301,1767,0.667072142,0.490494222,2
"664","Curry",41015,"New mexico","OR",34.7327003479004,-103.046455383301,1767,0.671591672,1.567047235,2
"665","Custer",8027,"Colorado","CO",37.9126167297363,-105.051811218262,228,0.229305205,2.063746847,2
"666","Custer",16037,"Colorado","ID",37.9126167297363,-105.051811218262,228,0.966183575,2.173913043,2
"667","Custer",30017,"Colorado","MT",37.9126167297363,-105.051811218262,228,0.661594443,1.075090969,2
"668","Custer",31041,"Colorado","NE",37.9126167297363,-105.051811218262,228,0.279642058,1.398210291,2
"669","Custer",40039,"Colorado","OK",37.9126167297363,-105.051811218262,228,0.847457627,0.881355932,2
"670","Custer",46033,"Colorado","SD",37.9126167297363,-105.051811218262,228,0.473653049,2.368265246,2
"671","Cuyahoga",39035,"Ohio","OH",41.5050621032715,-81.9616165161133,2029,0.874722581,0.762802541,2
"672","Dade",13083,"Georgia","GA",34.9790725708008,-85.6113510131836,398,0.488132284,0.427115748,2
"673","Dade",29057,"Georgia","MO",34.9790725708008,-85.6113510131836,398,0.393287887,0.917671736,2
"674","Daggett",49009,"Utah","UT",40.8060531616211,-109.984977722168,2751,0,1.790510295,2
"675","Dakota",27037,"Minnesota","MN",44.4787139892578,-93.0368881225586,1299,0.649651297,0.562384705,2
"676","Dakota",31043,"Minnesota","NE",44.4787139892578,-93.0368881225586,1299,0.623501199,0.527577938,2
"677","Dale",1045,"Alabama","AL",31.6158123016357,-85.7431335449219,23,0.687090777,0.606256568,2
"678","Dallam",48111,"Texas","TX",36.4802207946777,-103.000625610352,2547,0.840925018,0.981079187,2
"679","Dallas",1047,"Alabama","AL",32.6643257141113,-86.9119644165039,24,0.455515332,0.359617367,2
"680","Dallas",5039,"Alabama","AR",32.6643257141113,-86.9119644165039,24,0.386847195,0.773694391,2
"681","Dallas",19049,"Alabama","IA",32.6643257141113,-86.9119644165039,24,0.529715762,0.736434109,2
"682","Dallas",29059,"Alabama","MO",32.6643257141113,-86.9119644165039,24,0.549148819,0.549148819,2
"683","Dallas",48113,"Alabama","TX",32.6643257141113,-86.9119644165039,24,0.820681654,0.687276218,2
"684","Dane",55025,"Wisconsin","WI",42.8457832336426,-89.0147171020508,3000,0.811568826,0.854181032,2
"685","Daniels",30019,"Montana","MT",48.9993515014648,-106.100318908691,1574,1.115448968,1.115448968,2
"686","Dare",37055,"North carolina","NC",35.5978660583496,-75.8768005371094,1886,1.766180492,3.646308113,2
"687","Darke",39037,"Ohio","OH",40.2044486999512,-84.4310607910156,2030,0.55559813,0.459805349,2
"688","Darlington",45031,"South carolina","SC",34.5207099914551,-79.8187484741211,2300,0.516231803,0.457233883,2
"689","Dauphin",42043,"Pennsylvania","PA",40.1987190246582,-76.5815353393555,2234,0.806769496,0.817821133,2
"690","Davidson",37057,"North carolina","NC",35.5061950683594,-80.1797103881836,1887,0.536349895,0.627773173,2
"691","Davidson",47037,"North carolina","TN",35.5061950683594,-80.1797103881836,1887,0.935142972,0.963571318,2
"692","Davie",37059,"North carolina","NC",35.8614273071289,-80.7068328857422,1888,0.699908288,0.724043056,2
"693","Daviess",18027,"Indiana","IN",38.9038352966309,-86.9005126953125,676,0.580524917,0.488863088,2
"694","Daviess",21059,"Indiana","KY",38.9038352966309,-86.9005126953125,676,0.783515645,0.681760366,2
"695","Daviess",29061,"Indiana","MO",38.9038352966309,-86.9005126953125,676,0.120525491,0.602627456,2
"696","Davis",19051,"Iowa","IA",40.6169776916504,-92.1717224121094,780,0.455528983,0.455528983,2
"697","Davis",49011,"Iowa","UT",40.6169776916504,-92.1717224121094,780,0.636958131,0.360942941,2
"698","Davison",46035,"South dakota","SD",43.8484573364258,-97.94140625,2347,0.854915766,1.005783254,2
"699","Dawes",31045,"Nebraska","NE",42.4332542419434,-103.436073303223,1644,0.884760009,1.548330015,2
"700","Dawson",13085,"Georgia","GA",34.5493545532227,-84.3508453369141,399,0.740514876,0.60983578,2
"701","Dawson",30021,"Georgia","MT",34.5493545532227,-84.3508453369141,399,0.525320445,1.15570498,2
"702","Dawson",31047,"Georgia","NE",34.5493545532227,-84.3508453369141,399,0.705511288,0.747011952,2
"703","Dawson",48115,"Georgia","TX",34.5493545532227,-84.3508453369141,399,0.972180676,0.523481902,2
"704","Day",46037,"South dakota","SD",45.5845222473145,-97.9815139770508,2348,0.715819613,1.252684324,2
"705","Dearborn",18029,"Indiana","IN",39.3049049377441,-85.0899658203125,677,0.504989294,0.504989294,2
"706","Decatur",13087,"Georgia","GA",30.6876201629639,-84.3737640380859,400,0.77149155,0.551065393,2
"707","Decatur",18031,"Georgia","IN",30.6876201629639,-84.3737640380859,400,0.829437491,0.678630674,2
"708","Decatur",19053,"Georgia","IA",30.6876201629639,-84.3737640380859,400,0.605107104,0.242042842,2
"709","Decatur",20039,"Georgia","KS",30.6876201629639,-84.3737640380859,400,0.343878955,0.687757909,2
"710","Decatur",47039,"Georgia","TN",30.6876201629639,-84.3737640380859,400,0.342876736,0.85719184,2
"711","Defiance",39039,"Ohio","OH",41.1727447509766,-84.3508453369141,2031,0.701116593,0.934822124,2
"712","Delaware",18035,"Indiana","IN",40.0783996582031,-85.5941619873047,680,0.657703675,0.597912431,2
"713","Delaware",19055,"Indiana","IA",40.0783996582031,-85.5941619873047,680,0.287389355,0.977123807,2
"714","Delaware",36025,"Indiana","NY",40.0783996582031,-85.5941619873047,680,0.558167493,1.094867006,2
"715","Delaware",39041,"Indiana","OH",40.0783996582031,-85.5941619873047,680,0.877782067,0.766737348,2
"716","Delaware",40041,"Indiana","OK",40.0783996582031,-85.5941619873047,680,0.386044492,0.603194518,2
"717","Delaware",42045,"Indiana","PA",40.0783996582031,-85.5941619873047,680,0.742503908,0.555989768,2
"718","Delta",8029,"Colorado","CO",38.6517333984375,-108.386428833008,229,0.535654503,1.171744225,2
"719","Delta",26041,"Colorado","MI",38.6517333984375,-108.386428833008,229,0.71117919,0.738532236,2
"720","Delta",48119,"Colorado","TX",38.6517333984375,-108.386428833008,229,0.190912562,0.381825124,2
"721","Dent",29065,"Missouri","MO",37.4141426086426,-91.2148818969727,1482,0.383264133,0.574896199,2
"722","Denton",48121,"Texas","TX",32.990909576416,-97.0361328125,2552,0.65572639,0.585375178,2
"723","Denver",8031,"Colorado","CO",39.791919708252,-105.051811218262,230,0.876688227,1.233690134,2
"724","Deschutes",41017,"Oregon","OR",43.6135482788086,-121.32381439209,2185,0.78644036,1.144446792,2
"725","Desha",5041,"Arkansas","AR",34.1253662109375,-90.9455871582031,102,0.733855186,0.896934116,2
"726","Deuel",31049,"Nebraska","NE",41.0065879821777,-102.616744995117,1646,0.515463918,2.06185567,2
"727","Deuel",46039,"Nebraska","SD",41.0065879821777,-102.616744995117,1646,0.463821892,1.159554731,2
"728","Dewey",40043,"Oklahoma","OK",35.8098640441895,-99.3795318603516,2121,0,0.814000814,2
"729","Dewey",46041,"Oklahoma","SD",35.8098640441895,-99.3795318603516,2121,0,0.176616037,2
"730","Dickens",48125,"Texas","TX",33.8388862609863,-100.508255004883,2554,1.352569883,1.352569883,2
"731","Dickenson",51051,"Virginia","VA",37.3052825927734,-82.2939300537109,2816,0.26130128,0.587927881,2
"732","Dickey",38021,"North dakota","ND",46.2835311889648,-99.0013809204102,1969,0.388349515,0.970873786,2
"733","Dickinson",19059,"Iowa","IA",43.2640419006348,-95.3917388916016,784,1.062887511,2.125775022,2
"734","Dickinson",20041,"Iowa","KS",43.2640419006348,-95.3917388916016,784,0.567185728,0.773435083,2
"735","Dickinson",26043,"Iowa","MI",43.2640419006348,-95.3917388916016,784,0.731979813,0.809030319,2
"736","Dickson",47043,"Tennessee","TN",36.0505027770996,-87.1869888305664,2418,0.790904597,0.672268908,2
"737","Dillon",45033,"South carolina","SC",34.2399559020996,-79.5437240600586,2301,0.867414142,0.385517396,2
"738","Dimmit",48127,"Texas","TX",28.6364307403564,-100.118644714355,2555,0.541076743,0.721435657,2
"739","Dinwiddie",51053,"Virginia","VA",36.8984832763672,-77.6529693603516,2817,0.215370257,0.287160343,2
"740","Divide",38023,"North dakota","ND",48.6326560974121,-104.049133300781,1970,0.411184211,1.644736842,2
"741","Dixie",12029,"Florida","FL",29.6734828948975,-83.4112014770508,304,0.502923241,0.251461621,2
"742","Dixon",31051,"Nebraska","NE",42.3415832519531,-97.0189437866211,1647,0,0.518851608,2
"743","Doddridge",54017,"West virginia","WV",39.0986404418945,-80.7412109375,2941,0,0.357525921,2
"744","Dodge",13091,"Georgia","GA",32.4179534912109,-83.1648254394531,402,0.619755912,0.238367658,2
"745","Dodge",27039,"Georgia","MN",32.4179534912109,-83.1648254394531,402,0.442195254,0.294796836,2
"746","Dodge",31053,"Georgia","NE",32.4179534912109,-83.1648254394531,402,0.680383192,0.762029175,2
"747","Dodge",55027,"Georgia","WI",32.4179534912109,-83.1648254394531,402,0.429019803,0.598369725,2
"748","Dolores",8033,"Colorado","CO",37.6318664550781,-109.051063537598,231,0,2.527805865,2
"749","Doniphan",20043,"Kansas","KS",39.6544075012207,-95.3459091186523,875,0.127000254,0.63500127,2
"750","Donley",48129,"Texas","TX",34.7498931884766,-100.542633056641,2556,1.128986734,0.846740051,2
"751","Dooly",13093,"Georgia","GA",32.2919006347656,-83.8867492675781,403,0.422892585,0.140964195,2
"752","Door",55029,"Wisconsin","WI",44.6620597839355,-87.3703308105469,3002,0.828351221,3.313404884,2
"753","Dorchester",24019,"Maryland","MD",38.56005859375,-75.7049179077148,1168,0.583215667,0.736693474,2
"754","Dorchester",45035,"Maryland","SC",38.56005859375,-75.7049179077148,1168,0.505155958,0.437801831,2
"755","Dougherty",13095,"Georgia","GA",31.6100807189941,-84.4711685180664,404,0.995595572,0.627658078,2
"756","Douglas",8035,"Colorado","CO",39.5684623718262,-104.656471252441,232,0.648364152,0.600690317,2
"757","Douglas",13097,"Colorado","GA",39.5684623718262,-104.656471252441,232,0.612497838,0.526027555,2
"758","Douglas",17041,"Colorado","IL",39.5684623718262,-104.656471252441,232,0.854743828,1.005580974,2
"759","Douglas",20045,"Colorado","KS",39.5684623718262,-104.656471252441,232,0.849165845,0.892053009,2
"760","Douglas",27041,"Colorado","MN",39.5684623718262,-104.656471252441,232,0.706713781,1.141614569,2
"761","Douglas",29067,"Colorado","MO",39.5684623718262,-104.656471252441,232,0.295290123,0.516757714,2
"762","Douglas",31055,"Colorado","NE",39.5684623718262,-104.656471252441,232,0.747362143,0.79890436,2
"763","Douglas",32005,"Colorado","NV",39.5684623718262,-104.656471252441,232,0.736284079,1.051834399,2
"764","Douglas",41019,"Colorado","OR",39.5684623718262,-104.656471252441,232,0.635680365,0.803948697,2
"765","Douglas",46043,"Colorado","SD",39.5684623718262,-104.656471252441,232,0,1.345442314,2
"766","Douglas",53017,"Colorado","WA",39.5684623718262,-104.656471252441,232,0.376846548,0.502462064,2
"767","Douglas",55031,"Colorado","WI",39.5684623718262,-104.656471252441,232,0.503455536,1.167101469,2
"768","Drew",5043,"Arkansas","AR",33.5524101257324,-91.4555206298828,103,0.805498872,0.698099023,2
"769","Dubois",18037,"Indiana","IN",38.3996315002441,-86.6770553588867,681,0.921006022,0.991852639,2
"770","Dubuque",19061,"Iowa","IA",42.6796264648438,-90.8768310546875,785,0.747120473,0.788627166,2
"771","Duchesne",49013,"Utah","UT",40.8117828369141,-110.00789642334,2753,0.588812561,0.539744848,2
"772","Dukes",25007,"Massachusetts","MA",41.401927947998,-70.4508895874023,1187,1.382807098,3.457017746,2
"773","Dundy",31057,"Nebraska","NE",40.3534164428711,-101.339042663574,1650,0.530222694,1.060445387,2
"774","Dunklin",29069,"Missouri","MO",36.5088691711426,-90.2236633300781,1484,0.446656457,0.829504849,2
"775","Dunn",38025,"North dakota","ND",47.7732238769531,-102.37036895752,1971,0.227324392,0.454648784,2
"776","Dunn",55033,"North dakota","WI",47.7732238769531,-102.37036895752,1971,0.473987135,0.767407742,2
"777","Duplin",37061,"North carolina","NC",35.1853370666504,-77.8363189697266,1889,0.601182325,0.417487726,2
"778","Durham",37063,"North carolina","NC",35.8557014465332,-78.9020156860352,1890,0.896556408,0.774298716,2
"779","Dutchess",36027,"New york","NY",42.049373626709,-73.4990234375,1808,0.822715027,1.170008665,2
"780","Duval",12031,"Florida","FL",30.2636299133301,-82.0418243408203,305,0.823216717,0.77531642,2
"781","Duval",48131,"Florida","TX",30.2636299133301,-82.0418243408203,305,0.433538542,0.346830833,2
"782","Dyer",47045,"Tennessee","TN",35.8728866577148,-89.34130859375,2419,0.527217609,0.474495848,2
"783","Eagle",8037,"Colorado","CO",39.9065093994141,-106.44409942627,233,0.869220158,2.418699571,2
"784","Early",13099,"Georgia","GA",31.0657730102539,-84.9352569580078,406,0.47659899,1.334477171,2
"785","Eastland",48133,"Texas","TX",32.5210838317871,-99.115966796875,2558,0.935299296,0.715228873,2
"786","Eaton",26045,"Michigan","MI",42.7713012695312,-85.0785064697266,1220,0.699951188,0.653901767,2
"787","Echols",13101,"Georgia","GA",30.5844879150391,-82.6033248901367,407,0,0.249812641,2
"788","Ector",48135,"Texas","TX",32.085636138916,-102.278694152832,2559,0.701736147,0.519804553,2
"789","Eddy",35015,"New mexico","NM",31.9939613342285,-103.716819763184,1770,0.656086532,0.620622396,2
"790","Eddy",38027,"New mexico","ND",31.9939613342285,-103.716819763184,1770,0.841396719,0.420698359,2
"791","Edgar",17045,"Illinois","IL",39.608570098877,-87.53076171875,583,0.448405358,0.784709377,2
"792","Edgecombe",37065,"North carolina","NC",35.8155937194824,-77.3607635498047,1891,0.455099849,0.273059909,2
"793","Edgefield",45037,"South carolina","SC",33.8217010498047,-81.6694030761719,2303,0.18830264,0.451926336,2
"794","Edmonson",21061,"Kentucky","KY",37.3282012939453,-86.4478759765625,989,0.24972946,0.49945892,2
"795","Edmunds",46045,"South dakota","SD",45.5902519226074,-99.7118453979492,2352,0.251067035,1.255335174,2
"796","Edwards",17047,"Illinois","IL",38.250659942627,-88.1552810668945,584,0.755629439,0.453377664,2
"797","Edwards",20047,"Illinois","KS",38.250659942627,-88.1552810668945,584,0.330033003,0.99009901,2
"798","Edwards",48137,"Illinois","TX",38.250659942627,-88.1552810668945,584,0.532197978,0.532197978,2
"799","Effingham",13103,"Georgia","GA",32.6070289611816,-81.3943862915039,408,0.433033217,0.396947116,2
"800","Effingham",17049,"Georgia","IL",32.6070289611816,-81.3943862915039,408,0.990675991,0.757575758,2
"801","Elbert",8039,"Colorado","CO",39.5741958618164,-103.716819763184,234,0.289315974,0.537301095,2
"802","Elbert",13105,"Colorado","GA",39.5741958618164,-103.716819763184,234,0.565901842,0.25722811,2
"803","Elk",20049,"Kansas","KS",37.5917587280273,-96.5319290161133,878,0,2.227171492,2
"804","Elk",42047,"Kansas","PA",37.5917587280273,-96.5319290161133,878,0.544976598,0.833493621,2
"805","Elkhart",18039,"Indiana","IN",41.4821434020996,-86.0582580566406,682,0.68326641,0.559486263,2
"806","Elko",32007,"Nevada","NV",40.1299629211426,-114.041519165039,1718,0.739112307,0.549596331,2
"807","Elliott",21063,"Kentucky","KY",38.1990966796875,-83.2335815429688,990,0.260688217,0.130344108,2
"808","Ellis",20051,"Kansas","KS",39.138744354248,-99.5972518920898,879,1.102953848,0.965084617,2
"809","Ellis",40045,"Kansas","OK",39.138744354248,-99.5972518920898,879,0.240963855,1.204819277,2
"810","Ellis",48139,"Kansas","TX",39.138744354248,-99.5972518920898,879,0.608849024,0.451929173,2
"811","Ellsworth",20053,"Kansas","KS",38.6975708007812,-98.485710144043,880,0.469336671,0.938673342,2
"812","Elmore",1051,"Alabama","AL",32.4179534912109,-86.4192199707031,26,0.555713351,0.469269052,2
"813","Elmore",16039,"Alabama","ID",32.4179534912109,-86.4192199707031,26,0.421552847,0.804782709,2
"814","Emanuel",13107,"Georgia","GA",32.8190231323242,-82.1564178466797,410,0.527356625,0.659195781,2
"815","Emery",49015,"Utah","UT",38.5027618408203,-111.297050476074,2754,0.752516226,0.282193585,2
"816","Emmet",19063,"Iowa","IA",43.5046844482422,-94.8646240234375,786,0.600600601,1.001001001,2
"817","Emmet",26047,"Iowa","MI",43.5046844482422,-94.8646240234375,786,0.843271895,1.716660643,2
"818","Emmons",38029,"North dakota","ND",46.4267692565918,-100.577011108398,1973,0.584453536,0.876680304,2
"819","Erath",48143,"Texas","TX",32.2632522583008,-98.5372848510742,2563,0.846887688,0.722345381,2
"820","Erie",36029,"New york","NY",42.5421180725098,-79.0567169189453,1809,0.834385345,0.857141309,2
"821","Erie",39043,"New york","OH",42.5421180725098,-79.0567169189453,1809,1.028643773,1.041831513,2
"822","Erie",42049,"New york","PA",42.5421180725098,-79.0567169189453,1809,0.664408874,0.68595727,2
"823","Escambia",1053,"Alabama","AL",31.0084743499756,-86.705696105957,27,0.715554024,0.530040018,2
"824","Escambia",12033,"Alabama","FL",31.0084743499756,-86.705696105957,27,0.605165149,0.653449602,2
"825","Esmeralda",32009,"Nevada","NV",37.8839683532715,-118.418922424316,1719,0,1.216545012,2
"826","Essex",25009,"Massachusetts","MA",42.4332542419434,-70.9952011108398,1188,0.748936082,0.807446713,2
"827","Essex",34013,"Massachusetts","NJ",42.4332542419434,-70.9952011108398,1188,0.69370874,0.687425147,2
"828","Essex",36031,"Massachusetts","NY",42.4332542419434,-70.9952011108398,1188,0.594637917,2.042451977,2
"829","Essex",50009,"Massachusetts","VT",42.4332542419434,-70.9952011108398,1188,0.163265306,0.816326531,2
"830","Essex",51057,"Massachusetts","VA",42.4332542419434,-70.9952011108398,1188,0.90065748,0.990723228,2
"831","Estill",21065,"Kentucky","KY",37.832405090332,-84.0070724487305,991,0.553748183,0.415311137,2
"832","Etowah",1055,"Alabama","AL",34.2055816650391,-85.8749160766602,28,0.763056476,0.550559736,2
"833","Eureka",32011,"Nevada","NV",41.0180473327637,-116.573997497559,1720,0.991080278,0.495540139,2
"834","Evangeline",22039,"Louisiana","LA",30.4870853424072,-92.6243591308594,1098,0.296735905,0.267062315,2
"835","Evans",13109,"Georgia","GA",32.097095489502,-81.7152404785156,411,0.45879978,0.550559736,2
