State,FIPS,ANSICODE,County,lat,long                                                                                                            
ID,16011,400593,Bingham,43.216357,-112.399206
ID,16013,395696,Blaine,43.394192,-113.955371
ID,16015,395157,Boise,43.987275,-115.71511
ID,16017,395158,Bonner,48.324628,-116.627452
ID,16019,395407,Bonneville,43.395171,-111.621878
ID,16021,395159,Boundary,48.773133,-116.524673
ID,16023,401703,Butte,43.685101,-113.177631
ID,16025,399408,Camas,43.502733,-114.772066
ID,16027,399406,Canyon,43.623051,-116.708527
ID,16029,395406,Caribou,42.786072,-111.544273
ID,16031,395698,Cassia,42.282313,-113.626328
ID,16033,399755,Clark,44.290218,-112.354613
ID,16035,395697,Clearwater,46.67257,-115.6535
ID,16037,399758,Custer,44.273351,-114.252267
ID,16039,400252,Elmore,43.394698,-115.471205
ID,16041,395585,Franklin,42.173609,-111.822965
ID,16043,395408,Fremont,44.218091,-111.484429
ID,16045,395442,Gem,44.061473,-116.398784
ID,16047,395441,Gooding,42.973185,-114.82142
ID,16049,395699,Idaho,45.849644,-115.467337
ID,16051,399751,Jefferson,43.796965,-112.318588
ID,16053,395662,Jerome,42.691395,-114.262086
ID,16055,395661,Kootenai,47.677113,-116.694918
ID,16057,395613,Latah,46.81892,-116.730974
ID,16059,399754,Lemhi,44.928506,-113.887042
ID,16061,395622,Lewis,46.236328,-116.42376
ID,16063,395624,Lincoln,42.986181,-114.153899
ID,16065,394803,Madison,43.788614,-111.656993
ID,16067,394807,Minidoka,42.857211,-113.63984
ID,16069,399394,Nez,46.333791,-116.760909
ID,16071,399759,Oneida,42.183895,-112.520449
ID,16073,399760,Owyhee,42.572851,-116.18969
ID,16075,394896,Payette,44.00243,-116.750238
ID,16077,394951,Power,42.694126,-112.844407
ID,16079,1702379,Shoshone,47.347694,-115.885092
ID,16081,399297,Teton,43.760994,-111.211765
ID,16083,399334,Twin,42.352309,-114.665639
ID,16085,399756,Valley,44.85596,-115.618061
ID,16087,399757,Washington,44.448223,-116.797792
IL,17001,424202,Adams,39.986052,-91.194961
IL,17003,424203,Alexander,37.183658,-89.349516
IL,17005,424204,Bond,38.885924,-89.436592
IL,17007,424205,Boone,42.318983,-88.824295
IL,17009,424206,Brown,39.962069,-90.750309
IL,17011,424207,Bureau,41.401304,-89.528377
IL,17013,424208,Calhoun,39.164262,-90.666295
IL,17015,424209,Carroll,42.0709,-89.924189
IL,17017,424210,Cass,39.969202,-90.245704
IL,17019,424211,Champaign,40.13898,-88.196996
IL,17021,424212,Christian,39.545524,-89.279593
IL,17023,424213,Clark,39.332364,-87.791687
IL,17025,424214,Clay,38.746832,-88.482344
IL,17027,424215,Clinton,38.606295,-89.426228
IL,17029,424216,Coles,39.51368,-88.220782
IL,17031,1784766,Cook,41.894294,-87.645455
IL,17033,424218,Crawford,39.002769,-87.760621
IL,17035,424219,Cumberland,39.273121,-88.240619
IL,17037,422190,DeKalb,41.894612,-88.768991
IL,17039,426598,De,40.181499,-88.901853
IL,17041,424222,Douglas,39.766078,-88.222866
IL,17043,422191,DuPage,41.852058,-88.086038
IL,17045,424224,Edgar,39.679037,-87.74711
IL,17047,424225,Edwards,38.417095,-88.047941
IL,17049,424226,Effingham,39.047945,-88.592849
IL,17051,424227,Fayette,39.001125,-89.017923
IL,17053,424228,Ford,40.596539,-88.224588
IL,17055,424229,Franklin,37.991848,-88.926246
IL,17057,424230,Fulton,40.46524,-90.202269
IL,17059,424231,Gallatin,37.768677,-88.227964
IL,17061,424232,Greene,39.355444,-90.387757
IL,17063,424233,Grundy,41.29241,-88.401054
IL,17065,424234,Hamilton,38.085226,-88.539005
IL,17067,424235,Hancock,40.405792,-91.167987
IL,17069,424236,Hardin,37.517852,-88.266148
IL,17071,424237,Henderson,40.814471,-90.941246
IL,17073,424238,Henry,41.350021,-90.130838
IL,17075,424239,Iroquois,40.748867,-87.833601
IL,17077,424240,Jackson,37.786096,-89.381212
IL,17079,424241,Jasper,39.004874,-88.150763
IL,17081,424242,Jefferson,38.30078,-88.92421
IL,17083,424243,Jersey,39.080192,-90.361365
IL,17085,424244,Jo,42.362391,-90.21147
IL,17087,424245,Johnson,37.460709,-88.882131
IL,17089,424246,Kane,41.939594,-88.42804
IL,17091,424247,Kankakee,41.13951,-87.861117
IL,17093,424248,Kendall,41.58814,-88.430626
IL,17095,424249,Knox,40.930941,-90.213761
IL,17097,1784796,Lake,42.326441,-87.435976
IL,17099,422247,LaSalle,41.343341,-88.885931
IL,17101,424252,Lawrence,38.718954,-87.730221
IL,17103,424253,Lee,41.747442,-89.299351
IL,17105,424254,Livingston,40.894376,-88.552852
IL,17107,424255,Logan,40.129122,-89.365307
IL,17109,1784729,McDonough,40.455808,-90.678954
IL,17111,1784815,McHenry,42.324298,-88.452245
IL,17113,1784833,McLean,40.494559,-88.844539
IL,17115,424256,Macon,39.860237,-88.961529
IL,17117,424257,Macoupin,39.2659,-89.926344
IL,17119,424258,Madison,38.827082,-89.900195
IL,17121,424259,Marion,38.648106,-88.920488
IL,17123,424260,Marshall,41.031119,-89.342371
IL,17125,424261,Mason,40.236993,-89.913575
IL,17127,1784730,Massac,37.216119,-88.705658
IL,17129,424266,Menard,40.022569,-89.794133
IL,17131,1784750,Mercer,41.204791,-90.741433
IL,17133,1784865,Monroe,38.277983,-90.179078
IL,17135,1784866,Montgomery,39.228093,-89.478004
IL,17137,424270,Morgan,39.7183,-90.202543
IL,17139,1784885,Moultrie,39.636896,-88.625726
IL,17141,1784894,Ogle,42.041884,-89.320176
IL,17143,1784920,Peoria,40.785995,-89.767106
IL,17145,1784940,Perry,38.084381,-89.368525
IL,17147,424275,Piatt,40.009056,-88.592328
IL,17149,1784941,Pike,39.625106,-90.889034
IL,17151,424277,Pope,37.417169,-88.542374
IL,17153,1784966,Pulaski,37.215615,-89.127755
IL,17155,424279,Putnam,41.198961,-89.298347
IL,17157,1784967,Randolph,38.056515,-89.82121
IL,17159,424281,Richland,38.711552,-88.085698
IL,17161,424282,Rock,41.468404,-90.572203
IL,17163,1784987,St.,38.470198,-89.928546
IL,17165,424283,Saline,37.751508,-88.545024
IL,17167,1785010,Sangamon,39.757258,-89.662032
IL,17169,1785037,Schuyler,40.156905,-90.613464
IL,17171,424286,Scott,39.637002,-90.477771
IL,17173,1785051,Shelby,39.384926,-88.798862
IL,17175,424288,Stark,41.096908,-89.797411
IL,17177,1785076,Stephenson,42.349726,-89.665994
IL,17179,1785094,Tazewell,40.508074,-89.51626
IL,17181,1785113,Union,37.485644,-89.244638
IL,17183,1785114,Vermilion,40.186754,-87.726778
IL,17185,424293,Wabash,38.445821,-87.839167
IL,17187,1785134,Warren,40.850441,-90.620223
IL,17189,1785150,Washington,38.35314,-89.417187
IL,17191,424296,Wayne,38.431857,-88.43243
IL,17193,424297,White,38.087372,-88.178585
IL,17195,1785167,Whiteside,41.750571,-89.910957
IL,17197,1785190,Will,41.448474,-87.978456
IL,17199,1785215,Williamson,37.730353,-88.930018
IL,17201,1785216,Winnebago,42.337396,-89.161205
IL,17203,1785231,Woodford,40.789789,-89.210607
IN,18001,450401,Adams,40.745733,-84.93613
IN,18003,450402,Allen,41.091855,-85.07223
IN,18005,451683,Bartholomew,39.205843,-85.897999
IN,18007,450403,Benton,40.600983,-87.31479
IN,18009,450404,Blackford,40.472672,-85.32373
IN,18011,450405,Boone,40.050892,-86.469014
IN,18013,451684,Brown,39.192864,-86.239728
IN,18015,450406,Carroll,40.58498,-86.565141
IN,18017,450339,Cass,40.753799,-86.355168
IN,18019,450340,Clark,38.476217,-85.711122
IN,18021,450341,Clay,39.393951,-87.115837
IN,18023,450342,Clinton,40.305944,-86.477567
IN,18025,451674,Crawford,38.289433,-86.440871
IN,18027,450343,Daviess,38.696089,-87.076944
IN,18029,450344,Dearborn,39.14832,-84.973498
IN,18031,450345,Decatur,39.30598,-85.499831
IN,18033,450346,DeKalb,41.401189,-85.000185
IN,18035,450347,Delaware,40.227543,-85.399262
IN,18037,451675,Dubois,38.373344,-86.873385
IN,18039,450348,Elkhart,41.600693,-85.863986
IN,18041,450349,Fayette,39.639655,-85.185031
IN,18043,450350,Floyd,38.317936,-85.911474
IN,18045,450351,Fountain,40.121237,-87.234872
IN,18047,450352,Franklin,39.409762,-85.066964
IN,18049,450353,Fulton,41.050384,-86.265006
IN,18051,450354,Gibson,38.317398,-87.580523
IN,18053,450355,Grant,40.515758,-85.654946
IN,18055,451676,Greene,39.047147,-87.004771
IN,18057,450356,Hamilton,40.05365,-86.021726
IN,18059,450357,Hancock,39.82253,-85.773162
IN,18061,451677,Harrison,38.18644,-86.103681
IN,18063,450358,Hendricks,39.768963,-86.509908
IN,18065,450359,Henry,39.929591,-85.397363
IN,18067,450360,Howard,40.483537,-86.114118
IN,18069,450361,Huntington,40.826394,-85.478597
IN,18071,451678,Jackson,38.911957,-86.042516
IN,18073,450494,Jasper,41.017688,-87.118814
IN,18075,450362,Jay,40.434972,-85.00338
IN,18077,450363,Jefferson,38.783604,-85.44009
IN,18079,450364,Jennings,38.996229,-85.628103
IN,18081,450365,Johnson,39.495986,-86.0946
IN,18083,450366,Knox,38.688391,-87.420354
IN,18085,450367,Kosciusko,41.244293,-85.861575
IN,18087,450368,LaGrange,41.642468,-85.426302
IN,18089,450495,Lake,41.472247,-87.374337
IN,18091,450507,LaPorte,41.549013,-86.744739
IN,18093,451703,Lawrence,38.839815,-86.48782
IN,18095,450370,Madison,40.166203,-85.722454
IN,18097,450371,Marion,39.782976,-86.135794
IN,18099,450372,Marshall,41.325003,-86.269036
IN,18101,451679,Martin,38.705322,-86.801847
IN,18103,450373,Miami,40.772881,-86.044258
IN,18105,451680,Monroe,39.160729,-86.52331
IN,18107,450374,Montgomery,40.040296,-86.892715
IN,18109,450375,Morgan,39.482646,-86.447457
IN,18111,450376,Newton,40.962399,-87.402172
IN,18113,450377,Noble,41.40468,-85.417271
IN,18115,450378,Ohio,38.940527,-84.964299
IN,18117,451681,Orange,38.547381,-86.489257
IN,18119,450379,Owen,39.317339,-86.838845
IN,18121,450380,Parke,39.77425,-87.19695
IN,18123,451682,Perry,38.081436,-86.62654
IN,18125,450381,Pike,38.397898,-87.232532
IN,18127,450382,Porter,41.509915,-87.071313
IN,18129,450383,Posey,38.027614,-87.868653
IN,18131,446852,Pulaski,41.045272,-86.692538
IN,18133,450384,Putnam,39.665548,-86.853373
IN,18135,446853,Randolph,40.164079,-85.00579
IN,18137,450385,Ripley,39.100226,-85.260494
IN,18139,446854,Rush,39.622357,-85.466403
IN,18141,452855,St.,41.617699,-86.288159
IN,18143,450386,Scott,38.679431,-85.751898
IN,18145,450387,Shelby,39.524135,-85.792174
IN,18147,450388,Spencer,38.009697,-87.010375
IN,18149,450389,Starke,41.284478,-86.644636
IN,18151,450390,Steuben,41.643467,-85.002405
IN,18153,450391,Sullivan,39.089225,-87.415843
IN,18155,450392,Switzerland,38.825854,-85.029681
IN,18157,450393,Tippecanoe,40.389133,-86.893554
IN,18159,450394,Tipton,40.310229,-86.056207
IN,18161,450395,Union,39.623111,-84.925152
IN,18163,450396,Vanderburgh,38.02007,-87.586166
IN,18165,450397,Vermillion,39.854045,-87.462071
IN,18167,450398,Vigo,39.429143,-87.390375
IN,18169,450399,Wabash,40.843747,-85.795192
IN,18171,450400,Warren,40.352658,-87.375847
IN,18173,450335,Warrick,38.097728,-87.272049
IN,18175,451665,Washington,38.600613,-86.104751
IN,18177,450336,Wayne,39.863091,-85.006735
IN,18179,450337,Wells,40.735273,-85.212974
IN,18181,450338,White,40.75095,-86.864293
IN,18183,450369,Whitley,41.136426,-85.501892
IA,19001,465190,Adair,41.328528,-94.478164
IA,19003,465191,Adams,41.021656,-94.696906
IA,19005,465192,Allamakee,43.274964,-91.382751
IA,19007,465193,Appanoose,40.744296,-92.873061
IA,19009,465194,Audubon,41.679178,-94.904312
IA,19011,465195,Benton,42.092547,-92.05763
IA,19013,465196,Black,42.471541,-92.308033
IA,19015,465197,Boone,42.038642,-93.938358
IA,19017,465198,Bremer,42.780895,-92.327356
IA,19019,465199,Buchanan,42.470328,-91.838666
IA,19021,465200,Buena,42.741522,-95.141432
IA,19023,465201,Butler,42.734708,-92.780066
IA,19025,465202,Calhoun,42.38617,-94.643683
IA,19027,465203,Carroll,42.039492,-94.867647
IA,19029,465204,Cass,41.333824,-94.933302
IA,19031,465205,Cedar,41.77236,-91.132611
IA,19033,465206,Cerro,43.074975,-93.250965
IA,19035,465207,Cherokee,42.742737,-95.633262
IA,19037,465208,Chickasaw,43.059741,-92.31721
IA,19039,465209,Clarke,41.029191,-93.784096
IA,19041,465625,Clay,43.081224,-95.149875
IA,19043,465210,Clayton,42.840985,-91.323576
IA,19045,465211,Clinton,41.898073,-90.534243
IA,19047,465212,Crawford,42.043119,-95.38909
IA,19049,465213,Dallas,41.685321,-94.040707
IA,19051,465214,Davis,40.748089,-92.410345
IA,19053,465215,Decatur,40.736379,-93.78458
IA,19055,465216,Delaware,42.472937,-91.366767
IA,19057,465217,Des,40.915339,-91.186925
IA,19059,465218,Dickinson,43.389611,-95.196057
IA,19061,465219,Dubuque,42.463481,-90.878771
IA,19063,465220,Emmet,43.377984,-94.66937
IA,19065,465221,Fayette,42.864122,-91.840376
IA,19067,465222,Floyd,43.052741,-92.787367
IA,19069,465223,Franklin,42.736549,-93.271425
IA,19071,465224,Fremont,40.74259,-95.599182
IA,19073,465225,Greene,42.042494,-94.388703
IA,19075,465226,Grundy,42.403323,-92.790261
IA,19077,465227,Guthrie,41.683573,-94.501272
IA,19079,465228,Hamilton,42.390768,-93.709198
IA,19081,465229,Hancock,43.075411,-93.743697
IA,19083,465230,Hardin,42.390208,-93.241669
IA,19085,465231,Harrison,41.688584,-95.827149
IA,19087,465232,Henry,40.984802,-91.547259
IA,19089,465233,Howard,43.365312,-92.321908
IA,19091,465234,Humboldt,42.782221,-94.202775
IA,19093,465235,Ida,42.39186,-95.507421
IA,19095,465236,Iowa,41.683918,-92.059123
IA,19097,465237,Jackson,42.164281,-90.574596
IA,19099,465238,Jasper,41.685551,-93.054147
IA,19101,465239,Jefferson,41.006384,-91.96744
IA,19103,465240,Johnson,41.668877,-91.588924
IA,19105,465241,Jones,42.125118,-91.116914
IA,19107,465242,Keokuk,41.331182,-92.167721
IA,19109,465243,Kossuth,43.212478,-94.213983
IA,19111,465244,Lee,40.647588,-91.477157
IA,19113,465245,Linn,42.077951,-91.597674
IA,19115,465246,Louisa,41.218211,-91.256994
IA,19117,465247,Lucas,41.033344,-93.331467
IA,19119,465248,Lyon,43.38358,-96.207201
IA,19121,465249,Madison,41.330622,-94.015184
IA,19123,465250,Mahaska,41.330797,-92.636366
IA,19125,465251,Marion,41.331455,-93.093849
IA,19127,465252,Marshall,42.041691,-92.981452
IA,19129,465253,Mills,41.033703,-95.619101
IA,19131,465254,Mitchell,43.348564,-92.784466
IA,19133,465255,Monona,42.049432,-95.956566
IA,19135,465256,Monroe,41.028847,-92.869642
IA,19137,465257,Montgomery,41.021735,-95.15779
IA,19139,465258,Muscatine,41.483776,-91.118699
IA,19141,465259,O'Brien,43.083746,-95.625624
IA,19143,465260,Osceola,43.378542,-95.633788
IA,19145,465261,Page,40.73909,-95.14429
IA,19147,465262,Palo,43.075337,-94.669055
IA,19149,465263,Plymouth,42.737585,-96.215864
IA,19151,465264,Pocahontas,42.734033,-94.678279
IA,19153,465265,Polk,41.684816,-93.568971
IA,19155,465266,Pottawattamie,41.340184,-95.544905
IA,19157,465267,Poweshiek,41.684526,-92.522882
IA,19159,465268,Ringgold,40.735334,-94.244251
IA,19161,465269,Sac,42.387526,-95.105224
IA,19163,465270,Scott,41.642079,-90.622289
IA,19165,465271,Shelby,41.679014,-95.308917
IA,19167,465272,Sioux,43.082646,-96.17801
IA,19169,465273,Story,42.037538,-93.466093
IA,19171,465274,Tama,42.074848,-92.529411
IA,19173,465275,Taylor,40.737949,-94.697108
IA,19175,465276,Union,41.02855,-94.245091
IA,19177,465277,Van,40.754117,-91.952943
IA,19179,465278,Wapello,41.031263,-92.409482
IA,19181,465279,Warren,41.332446,-93.568751
IA,19183,465280,Washington,41.329401,-91.725052
IA,19185,465281,Wayne,40.739983,-93.332613
IA,19187,465282,Webster,42.433579,-94.175831
IA,19189,465283,Winnebago,43.378124,-93.743488
IA,19191,465284,Winneshiek,43.292989,-91.850788
IA,19193,465285,Woodbury,42.39322,-96.053296
IA,19195,465286,Worth,43.373491,-93.248533
IA,19197,465287,Wright,42.733007,-93.734735
KS,20001,484970,Allen,37.884228,-95.300945
KS,20003,484971,Anderson,38.215114,-95.292046
KS,20005,484972,Atchison,39.532544,-95.313397
KS,20007,484973,Barber,37.222906,-98.685052
KS,20009,484974,Barton,38.481239,-98.767837
KS,20011,484975,Bourbon,37.8561,-94.850928
KS,20013,484976,Brown,39.825931,-95.569905
KS,20015,484977,Butler,37.773649,-96.83884
KS,20017,484978,Chase,38.299475,-96.594029
KS,20019,484979,Chautauqua,37.154259,-96.245396
KS,20021,484980,Cherokee,37.169392,-94.845698
KS,20023,484981,Cheyenne,39.789917,-101.727325
KS,20025,484982,Clark,37.233831,-99.813869
KS,20027,484983,Clay,39.344964,-97.168853
KS,20029,484984,Cloud,39.487329,-97.64139
KS,20031,484985,Coffey,38.23645,-95.729137
KS,20033,484986,Comanche,37.181442,-99.251293
KS,20035,484987,Cowley,37.234507,-96.837247
KS,20037,484988,Crawford,37.505821,-94.853897
KS,20039,484989,Decatur,39.783542,-100.459708
KS,20041,484990,Dickinson,38.867735,-97.157943
KS,20043,484991,Doniphan,39.788502,-95.147225
KS,20045,484992,Douglas,38.896417,-95.290947
KS,20047,484993,Edwards,37.883595,-99.304746
KS,20049,484994,Elk,37.456026,-96.244642
KS,20051,484995,Ellis,38.914597,-99.317313
KS,20053,484996,Ellsworth,38.700845,-98.205355
KS,20055,485326,Finney,38.049808,-100.739967
KS,20057,484997,Ford,37.688416,-99.884748
KS,20059,484998,Franklin,38.558019,-95.278962
KS,20061,484999,Geary,39.002156,-96.768037
KS,20063,485000,Gove,38.917239,-100.48736
KS,20065,481811,Graham,39.354972,-99.879894
KS,20067,485099,Grant,37.547537,-101.299362
KS,20069,485001,Gray,37.744513,-100.451716
KS,20071,485002,Greeley,38.480404,-101.80597
KS,20073,485003,Greenwood,37.879347,-96.241732
KS,20075,485327,Hamilton,37.995244,-101.793689
KS,20077,485004,Harper,37.188184,-98.06659
KS,20079,485005,Harvey,38.050144,-97.436706
KS,20081,485328,Haskell,37.554979,-100.879952
KS,20083,485006,Hodgeman,38.087493,-99.898407
KS,20085,485007,Jackson,39.411145,-95.794485
KS,20087,485008,Jefferson,39.239644,-95.375314
KS,20089,485009,Jewell,39.777002,-98.222618
KS,20091,485010,Johnson,38.883907,-94.82233
KS,20093,485011,Kearny,37.994461,-101.308136
KS,20095,485012,Kingman,37.552951,-98.144529
KS,20097,485013,Kiowa,37.561231,-99.286539
KS,20099,485014,Labette,37.191468,-95.297473
KS,20101,485015,Lane,38.481286,-100.466185
KS,20103,485016,Leavenworth,39.189511,-95.038977
KS,20105,485017,Lincoln,39.04728,-98.214284
KS,20107,485018,Linn,38.216549,-94.844932
KS,20109,485019,Logan,38.91327,-101.157402
KS,20111,485020,Lyon,38.455498,-96.161589
KS,20113,485021,McPherson,38.395812,-97.647489
KS,20115,485022,Marion,38.359647,-97.102771
KS,20117,485023,Marshall,39.782709,-96.521243
KS,20119,485024,Meade,37.243886,-100.360094
KS,20121,485025,Miami,38.566772,-94.832963
KS,20123,485026,Mitchell,39.393026,-98.207362
KS,20125,485027,Montgomery,37.189537,-95.742403
KS,20127,485028,Morris,38.688204,-96.651448
KS,20129,485135,Morton,37.185249,-101.809516
KS,20131,485029,Nemaha,39.791043,-96.005381
KS,20133,485030,Neosho,37.564283,-95.315683
KS,20135,485031,Ness,38.480437,-99.908745
KS,20137,485032,Norton,39.783867,-99.899235
KS,20139,485033,Osage,38.648409,-95.707596
KS,20141,485034,Osborne,39.348261,-98.767942
KS,20143,485035,Ottawa,39.137963,-97.654802
KS,20145,485036,Pawnee,38.181477,-99.234772
KS,20147,485037,Phillips,39.784506,-99.34215
KS,20149,485038,Pottawatomie,39.382187,-96.337113
KS,20151,485039,Pratt,37.647594,-98.74012
KS,20153,485040,Rawlins,39.786198,-101.076738
KS,20155,485041,Reno,37.948185,-98.078346
KS,20157,485042,Republic,39.82891,-97.650921
KS,20159,485043,Rice,38.347178,-98.201415
KS,20161,485044,Riley,39.291211,-96.727489
KS,20163,485045,Rooks,39.346006,-99.324492
KS,20165,485358,Rush,38.523592,-99.309183
KS,20167,485046,Russell,38.91604,-98.770949
KS,20169,485047,Saline,38.786327,-97.650153
KS,20171,485048,Scott,38.481877,-100.90636
KS,20173,485049,Sedgwick,37.681045,-97.461054
KS,20175,485050,Seward,37.180623,-100.854932
KS,20177,485051,Shawnee,39.041805,-95.755664
KS,20179,485052,Sheridan,39.350547,-100.441228
KS,20181,485053,Sherman,39.351352,-101.719859
KS,20183,484969,Smith,39.78466,-98.785429
KS,20185,485054,Stafford,38.03563,-98.719889
KS,20187,485055,Stanton,37.565932,-101.789383
KS,20189,485056,Stevens,37.200969,-101.317577
KS,20191,481812,Sumner,37.236662,-97.493352
KS,20193,485057,Thomas,39.357713,-101.083385
KS,20195,485058,Trego,38.921302,-99.865423
KS,20197,485059,Wabaunsee,38.955154,-96.201262
KS,20199,485060,Wallace,38.926626,-101.771103
KS,20201,485061,Washington,39.776714,-97.095611
KS,20203,485062,Wichita,38.481922,-101.347434
KS,20205,485063,Wilson,37.558515,-95.745175
KS,20207,485064,Woodson,37.888193,-95.758469
KS,20209,485065,Wyandotte,39.115384,-94.763087
KY,21001,516847,Adair,37.105559,-85.28138
KY,21003,516848,Allen,36.75077,-86.192458
KY,21005,516849,Anderson,38.005396,-84.986417
KY,21007,516850,Ballard,37.051323,-89.010367
KY,21009,516851,Barren,36.963671,-85.925162
KY,21011,516852,Bath,38.152249,-83.737641
KY,21013,516853,Bell,36.72268,-83.681046
KY,21015,516854,Boone,38.974595,-84.731431
KY,21017,516855,Bourbon,38.202562,-84.20986
KY,21019,516856,Boyd,38.360004,-82.681406
KY,21021,516857,Boyle,37.618104,-84.868352
KY,21023,516858,Bracken,38.680365,-84.115235
KY,21025,516859,Breathitt,37.506632,-83.28304
KY,21027,516860,Breckinridge,37.777988,-86.432919
KY,21029,516861,Bullitt,37.969928,-85.702641
KY,21031,516862,Butler,37.207013,-86.682471
KY,21033,516863,Caldwell,37.148642,-87.870509
KY,21035,516864,Calloway,36.620978,-88.274086
KY,21037,516865,Campbell,38.946981,-84.379583
KY,21039,516866,Carlisle,36.857726,-88.975757
KY,21041,516867,Carroll,38.668394,-85.124024
KY,21043,516868,Carter,38.309549,-83.048796
KY,21045,516869,Casey,37.321962,-84.92822
KY,21047,516870,Christian,36.892059,-87.492986
KY,21049,516871,Clark,37.970133,-84.144974
KY,21051,516872,Clay,37.157317,-83.718433
KY,21053,516873,Clinton,36.727258,-85.136098
KY,21055,516874,Crittenden,37.358149,-88.10501
KY,21057,516875,Cumberland,36.784224,-85.393507
KY,21059,516876,Daviess,37.731671,-87.087139
KY,21061,516877,Edmonson,37.227514,-86.218015
KY,21063,516878,Elliott,38.115438,-83.097209
KY,21065,516879,Estill,37.692449,-83.963983
KY,21067,516880,Fayette,38.040676,-84.458274
KY,21069,516881,Fleming,38.368431,-83.706152
KY,21071,516882,Floyd,37.559878,-82.743361
KY,21073,516883,Franklin,38.234919,-84.868786
KY,21075,516884,Fulton,36.552511,-89.187659
KY,21077,516885,Gallatin,38.760103,-84.862153
KY,21079,516886,Garrard,37.630162,-84.545856
KY,21081,516887,Grant,38.64916,-84.625927
KY,21083,516888,Graves,36.723344,-88.649897
KY,21085,516889,Grayson,37.458577,-86.344011
KY,21087,516890,Green,37.269637,-85.561403
KY,21089,516891,Greenup,38.563562,-82.93382
KY,21091,516892,Hancock,37.843325,-86.792761
KY,21093,516893,Hardin,37.695836,-85.963183
KY,21095,516894,Harlan,36.859223,-83.221497
KY,21097,516895,Harrison,38.444578,-84.334131
KY,21099,516896,Hart,37.316435,-85.8791
KY,21101,516897,Henderson,37.792542,-87.572577
KY,21103,516898,Henry,38.451585,-85.11989
KY,21105,516899,Hickman,36.675896,-88.972084
KY,21107,516900,Hopkins,37.31107,-87.542196
KY,21109,516901,Jackson,37.403458,-84.020576
KY,21111,516902,Jefferson,38.189532,-85.657624
KY,21113,516903,Jessamine,37.873291,-84.58396
KY,21115,516904,Johnson,37.84926,-82.830639
KY,21117,516905,Kenton,38.930503,-84.533438
KY,21119,516906,Knott,37.359724,-82.945724
KY,21121,516907,Knox,36.887476,-83.85563
KY,21123,516908,Larue,37.544462,-85.696841
KY,21125,516909,Laurel,37.113268,-84.119395
KY,21127,516910,Lawrence,38.074457,-82.738302
KY,21129,516911,Lee,37.608116,-83.719248
KY,21131,516912,Leslie,37.087846,-83.388617
KY,21133,516913,Letcher,37.118536,-82.861251
KY,21135,516914,Lewis,38.552152,-83.376774
KY,21137,516915,Lincoln,37.457174,-84.658335
KY,21139,516916,Livingston,37.209517,-88.363426
KY,21141,516917,Logan,36.859829,-86.881436
KY,21143,516918,Lyon,37.023976,-88.083391
KY,21145,516925,McCracken,37.053683,-88.712366
KY,21147,516926,McCreary,36.731136,-84.491052
KY,21149,516927,McLean,37.526707,-87.265597
KY,21151,516919,Madison,37.723592,-84.276998
KY,21153,516920,Magoffin,37.698953,-83.069716
KY,21155,516921,Marion,37.552604,-85.268959
KY,21157,516922,Marshall,36.882017,-88.332752
KY,21159,516923,Martin,37.796774,-82.506623
KY,21161,516924,Mason,38.594137,-83.828125
KY,21163,516928,Meade,37.967476,-86.200863
KY,21165,516929,Menifee,37.950665,-83.597515
KY,21167,516930,Mercer,37.812085,-84.879694
KY,21169,516931,Metcalfe,36.992515,-85.633598
KY,21171,516932,Monroe,36.714077,-85.713508
KY,21173,516933,Montgomery,38.038138,-83.912337
KY,21175,516934,Morgan,37.92294,-83.258944
KY,21177,516935,Muhlenberg,37.213816,-87.134092
KY,21179,516936,Nelson,37.803188,-85.465955
KY,21181,516937,Nicholas,38.337132,-84.025554
KY,21183,516938,Ohio,37.477859,-86.844871
KY,21185,516939,Oldham,38.400127,-85.456152
KY,21187,516940,Owen,38.499394,-84.84159
KY,21189,516941,Owsley,37.423614,-83.691628
KY,21191,516942,Pendleton,38.696284,-84.351944
KY,21193,516943,Perry,37.241282,-83.217772
KY,21195,516944,Pike,37.486031,-82.410913
KY,21197,516945,Powell,37.800629,-83.820015
KY,21199,516946,Pulaski,37.108312,-84.579986
KY,21201,516947,Robertson,38.513473,-84.06423
KY,21203,516948,Rockcastle,37.36105,-84.314368
KY,21205,516949,Rowan,38.20425,-83.42807
KY,21207,516950,Russell,36.990587,-85.05495
KY,21209,516951,Scott,38.289882,-84.579376
KY,21211,516952,Shelby,38.239028,-85.228266
KY,21213,516953,Simpson,36.740947,-86.581746
KY,21215,516954,Spencer,38.024893,-85.316775
KY,21217,516955,Taylor,37.366184,-85.327836
KY,21219,516956,Todd,36.840338,-87.183642
KY,21221,516957,Trigg,36.807681,-87.858652
KY,21223,516958,Trimble,38.62004,-85.351208
KY,21225,516959,Union,37.658029,-87.95165
KY,21227,516960,Warren,36.995634,-86.423579
KY,21229,516961,Washington,37.754209,-85.175416
KY,21231,516962,Wayne,36.802011,-84.83044
KY,21233,516963,Webster,37.51946,-87.68479
KY,21235,516964,Whitley,36.758024,-84.144648
KY,21237,516965,Wolfe,37.743774,-83.495068
KY,21239,516966,Woodford,38.043103,-84.748863
LA,22001,558389,Acadia,30.291497,-92.411037
LA,22003,558397,Allen,30.652744,-92.819605
LA,22005,558403,Ascension,30.206444,-90.912502
